fecha,source,medium,campaign,eventos,usuarios,sesiones,pageviews,nuevos_usuarios
20250930,tiktok,paid,yap-branding,153,37,38,50,36
20250930,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,222,12,15,83,12
20250930,Data Not Available,Data Not Available,(cross-network),104,12,14,59,11
20250930,meta,paid,auto-por-kilometro,82,1,1,42,0
20250930,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,70,3,4,33,0
20250930,bing,organic,(organic),63,1,3,36,0
20250930,google,organic,(organic),106,12,15,53,7
20251001,m.facebook.com,referral,(referral),5,1,1,2,1
20251001,meta,paid,yap-branding,17,5,5,5,5
20251001,google,cpc,Prly_Search_Marca_NOV,13,1,2,6,0
20251001,search,paid,yap-branding,9,3,3,3,3
20251001,search-dra.dt.dbankcloud.com,referral,(referral),7,1,1,3,1
20251001,google,cpc,YAP_AutoTradicional_Search_Leads_Enero2025_HC,5,1,1,2,0
20251001,meta,paid,auto-por-kilometro,2,1,1,1,0
20251001,adwords,ppc,YAP_Display_Remarketing_Septiembre2025_SG,4,1,1,1,1
20251001,tiktok,paid,yap-branding,3,1,1,1,1
20251001,search,paid,auto-por-kilometro,3,1,1,1,1
20251001,google,cpc,auto-tradicional,2,1,1,1,0
20251001,adwords,ppc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,18,6,6,6,6
20251001,segurosgyt.com.gt,referral,(referral),2,1,1,0,0
20251001,googleads.g.doubleclick.net,referral,(referral),4,1,1,1,1
20251001,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,21,6,6,8,0
20251001,google,cpc,(direct),30,6,6,12,6
20251001,facebook,paid,YAP_Alcance_Agosto2025,34,8,8,8,8
20251001,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,7931,1776,1884,3309,1334
20251001,(direct),(none),(direct),655,84,96,301,52
20251001,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,345,84,92,139,71
20251001,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,193,6,6,55,3
20251001,facebook,paid,YAP_Alcance_Septiembre2025,166,39,39,47,39
20251001,bing,organic,(organic),137,4,6,57,3
20251001,youtube.com,referral,(referral),750,172,181,246,135
20251001,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,105,2,3,57,0
20251001,google,organic,(organic),81,6,7,45,3
20251001,Data Not Available,Data Not Available,(cross-network),54,9,9,28,8
20251001,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,47,1,2,35,0
20251001,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,37,9,10,17,0
20251001,google,cpc,SEARCH - YAP - AUTO - BRAND,109,1,2,65,0
20251002,adwords,ppc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,18,6,6,6,6
20251002,search,paid,yap-branding,15,5,5,5,5
20251002,google,cpc,Prly_Search_Categoría_NOV,9,1,1,5,0
20251002,tiktok,paid,yap-branding,8,2,2,3,1
20251002,googleads.g.doubleclick.net,referral,(referral),4,1,1,1,1
20251002,google,cpc,SEARCH - YAP - AUTO - BRAND,4,1,2,1,0
20251002,selfadjust.bdeo.es,referral,(referral),3,1,1,1,0
20251002,google,cpc,auto-tradicional,2,1,1,1,0
20251002,meta,paid,yap-branding,23,7,7,7,7
20251002,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,6,2,2,2,0
20251002,search,paid,planes-yap,24,8,8,8,8
20251002,facebook,paid,YAP_Alcance_Agosto2025,26,8,8,8,8
20251002,youtube.com,referral,(referral),490,105,112,150,80
20251002,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,59,4,6,27,0
20251002,google,organic,(organic),61,9,9,24,8
20251002,facebook,paid,YAP_Alcance_Septiembre2025,62,17,17,17,17
20251002,Data Not Available,Data Not Available,(cross-network),70,11,12,37,6
20251002,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,77,9,9,45,1
20251002,bing,organic,(organic),81,1,3,27,0
20251002,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,255,19,24,117,17
20251002,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,294,73,81,118,54
20251002,(direct),(none),(direct),526,67,78,230,45
20251002,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,8372,1684,1824,3543,1249
20251002,gtc.com.gt,referral,(referral),59,1,1,25,1
20251003,google,cpc,moto-por-kilomertro,5,1,1,1,1
20251003,google,cpc,YAP_AutoKM_Display_Remarketing_Febrero2025_SG,5,1,1,2,0
20251003,search,paid,yap-branding,9,3,3,3,3
20251003,search,paid,planes-yap,9,2,2,3,2
20251003,m.facebook.com,referral,(referral),5,1,1,2,1
20251003,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,7,2,2,3,0
20251003,google,cpc,YAP_AutoTradicional_Search_Leads_Enero2025_HC,5,1,1,2,0
20251003,google,cpc,auto-tradicional,3,1,1,1,0
20251003,google,cpc,campanayap_2022,4,1,1,1,0
20251003,facebook,cpl,trafico_SegurosYap,4,1,1,2,0
20251003,podcast.mojok.co,referral,(referral),4,1,1,1,1
20251003,tiktok,paid,yap-branding,3,1,1,1,1
20251003,search,paid,auto-por-kilometro,3,1,1,1,1
20251003,11a1a08b2bffeb51a820817b98e37f83.safeframe.googlesyndication.com,referral,(referral),4,1,1,1,1
20251003,adwords,ppc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,9,3,3,3,3
20251003,facebook,paid,auto-por-kilometro,2,1,1,1,0
20251003,google,cpc,YAP_MotoKM_Display_Remarketing_Febrero2025,11,1,1,9,0
20251003,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,10,4,4,5,0
20251003,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,9276,1781,1983,4021,1349
20251003,(direct),(none),(direct),745,63,68,407,28
20251003,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,381,9,15,197,8
20251003,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,325,81,87,134,69
20251003,Data Not Available,Data Not Available,(cross-network),184,17,25,106,15
20251003,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,132,3,5,64,1
20251003,youtube.com,referral,(referral),468,106,111,151,76
20251003,google,organic,(organic),99,9,11,49,7
20251003,facebook,paid,YAP_Alcance_Septiembre2025,69,20,20,20,20
20251003,meta,paid,yap-branding,62,18,18,18,18
20251003,accounts.google.com,referral,(referral),52,1,3,28,0
20251003,gtc.com.gt,referral,(referral),22,1,1,8,1
20251003,facebook,paid,YAP_Alcance_Agosto2025,18,5,5,5,5
20251003,bing,organic,(organic),122,2,4,62,0
20251004,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,21,7,7,9,0
20251004,adwords,ppc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,15,5,5,5,5
20251004,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,11,4,4,4,0
20251004,search,paid,planes-yap,9,2,3,4,2
20251004,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,3,1,1,1,0
20251004,adwords,ppc,YAP_Display_Remarketing_Septiembre2025_SG,4,1,1,1,1
20251004,google,cpc,YAP_AutoKM_Display_Remarketing_Febrero2025_SG,3,1,1,1,0
20251004,google,cpc,SEARCH - YAP - AUTO - CATEGORY,28,1,1,19,0
20251004,accounts.google.com,referral,(referral),9,1,1,5,0
20251004,google,organic,(organic),30,3,3,16,3
20251004,search,paid,yap-branding,9,3,3,3,3
20251004,facebook,paid,YAP_Alcance_Agosto2025,46,14,14,14,14
20251004,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,9263,1801,2032,4022,1329
20251004,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,296,73,81,111,56
20251004,(direct),(none),(direct),205,48,50,88,23
20251004,youtube.com,referral,(referral),399,79,86,127,56
20251004,facebook,paid,YAP_Alcance_Septiembre2025,134,39,39,40,39
20251004,Data Not Available,Data Not Available,(cross-network),115,17,17,68,12
20251004,google,cpc,YAP_AutoTradicional_Search_Leads_Enero2025_HC,64,2,4,39,0
20251004,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,136,13,17,64,11
20251004,meta,paid,yap-branding,34,10,10,10,10
20251005,search,paid,auto-por-kilometro,4,1,1,1,1
20251005,bing,organic,(organic),56,1,1,39,1
20251005,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,6,2,2,2,0
20251005,accounts.google.com,referral,(referral),11,1,1,6,0
20251005,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,14,3,3,7,0
20251005,google,cpc,YAP_AutoTradicional_Search_Leads_Enero2025_HC,26,1,2,16,0
20251005,meta,paid,yap-branding,31,9,9,9,9
20251005,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,37,8,8,17,0
20251005,facebook,paid,YAP_Alcance_Agosto2025,61,18,18,18,17
20251005,facebook,paid,YAP_Alcance_Septiembre2025,110,32,32,32,32
20251005,Data Not Available,Data Not Available,(cross-network),126,15,21,76,8
20251005,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,143,10,13,66,8
20251005,(direct),(none),(direct),331,53,59,137,31
20251005,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,384,86,97,159,70
20251005,youtube.com,referral,(referral),569,118,127,172,90
20251005,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,8792,1780,1961,3739,1297
20251005,google,organic,(organic),65,10,11,27,8
20251006,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,11,2,2,6,0
20251006,m.facebook.com,referral,(referral),10,2,2,4,2
20251006,meta,paid,auto-por-kilometro,2,1,1,1,0
20251006,facebook,cpl,trafico_SegurosYap,5,1,1,2,0
20251006,display,paid,yap-branding,3,1,1,1,1
20251006,google,cpc,SEARCH - YAP - AUTO - BRAND,4,1,2,1,0
20251006,adwords,ppc,YAP_Display_Remarketing_Septiembre2025_SG,3,1,1,1,1
20251006,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,2,1,1,1,0
20251006,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,19,4,5,9,0
20251006,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,4,1,1,2,0
20251006,bing,organic,(organic),30,1,3,16,0
20251006,search,paid,planes-yap,6,2,2,2,2
20251006,meta,paid,yap-branding,36,10,10,10,10
20251006,accounts.google.com,referral,(referral),32,2,2,20,0
20251006,(direct),(none),(direct),453,78,89,189,47
20251006,youtube.com,referral,(referral),406,82,89,139,54
20251006,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,351,87,95,144,65
20251006,google,organic,(organic),247,17,20,127,13
20251006,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,8992,1779,1956,3902,1284
20251006,facebook,paid,YAP_Alcance_Septiembre2025,144,42,42,43,42
20251006,Data Not Available,Data Not Available,(cross-network),70,9,11,39,5
20251006,google,cpc,Prly_Search_Marca_NOV,43,1,1,20,0
20251006,facebook,paid,YAP_Alcance_Agosto2025,36,11,11,11,11
20251006,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,230,17,21,122,13
20251007,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,22,6,6,10,0
20251007,google,cpc,auto-tradicional,2,1,1,1,0
20251007,adwords,ppc,YAP_Display_Remarketing_Septiembre2025_SG,3,1,1,1,1
20251007,l.instagram.com,referral,(referral),4,1,1,1,1
20251007,meta,paid,auto-por-kilometro,5,1,1,2,1
20251007,search,paid,yap-branding,9,3,3,3,3
20251007,adwords,ppc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,9,3,3,3,3
20251007,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,16,5,5,7,0
20251007,search,paid,planes-yap,17,4,4,5,4
20251007,meta,paid,yap-branding,44,12,13,14,12
20251007,bing,organic,(organic),46,1,2,22,0
20251007,youtube.com,referral,(referral),454,91,96,161,57
20251007,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,51,3,7,22,0
20251007,Data Not Available,Data Not Available,(cross-network),78,11,14,42,8
20251007,facebook,paid,YAP_Alcance_Septiembre2025,116,35,35,35,35
20251007,google,cpc,Prly_Search_Marca_NOV,129,1,3,74,0
20251007,google,organic,(organic),155,9,12,94,6
20251007,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,307,80,89,117,63
20251007,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,343,29,37,138,21
20251007,(direct),(none),(direct),637,72,85,333,38
20251007,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,8848,1758,1966,3886,1253
20251007,facebook,paid,YAP_Alcance_Agosto2025,48,14,14,14,14
20251008,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,11,3,3,4,0
20251008,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,13,4,4,6,0
20251008,facebook,paid,YAP_Alcance_Agosto2025,27,8,8,9,8
20251008,search,paid,yap-branding,9,3,3,3,3
20251008,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,15,1,2,6,0
20251008,adwords,ppc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,9,3,3,3,3
20251008,tagassistant.google.com,referral,(referral),3,1,1,1,0
20251008,l.instagram.com,referral,(referral),4,1,1,1,1
20251008,segurosgyt.com.gt,referral,(referral),2,1,1,1,0
20251008,search,paid,planes-yap,3,1,1,1,1
20251008,google,cpc,auto-tradicional,3,1,1,1,0
20251008,display,paid,yap-branding,6,2,2,2,2
20251008,meta,paid,yap-branding,44,14,14,14,13
20251008,(direct),(none),(direct),441,65,68,217,36
20251008,google,cpc,Prly_Search_Marca_NOV,72,1,3,26,0
20251008,google,organic,(organic),63,4,4,28,2
20251008,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,8644,1714,1899,3807,1210
20251008,youtube.com,referral,(referral),502,93,99,177,62
20251008,tiktok,paid,yap-branding,319,84,84,92,84
20251008,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,302,83,95,120,61
20251008,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,472,17,26,261,11
20251008,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,145,3,8,75,0
20251008,bing,organic,(organic),130,1,2,58,0
20251008,facebook,paid,YAP_Alcance_Septiembre2025,95,29,29,29,29
20251008,gtc.com.gt,referral,(referral),78,3,4,35,3
20251008,Data Not Available,Data Not Available,(cross-network),154,16,16,81,13
20251009,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,6,1,1,2,0
20251009,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,9,3,3,4,0
20251009,adwords,ppc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,9,3,3,3,3
20251009,search,paid,yap-branding,9,3,3,3,3
20251009,bing,organic,(organic),8,1,1,3,0
20251009,facebook,paid,auto-por-kilometro,5,1,1,3,0
20251009,meta,paid,auto-por-kilometro,2,1,1,0,0
20251009,google,cpc,YAP_AutoTradicional_Display_Remarketing_Febrero2025_SG,4,1,1,2,0
20251009,tiktok.com,referral,(referral),4,1,1,1,1
20251009,search-dra.dt.dbankcloud.com,referral,(referral),3,1,1,1,0
20251009,search,paid,planes-yap,3,1,1,1,1
20251009,tagassistant.google.com,referral,(referral),2,1,1,0,0
20251009,facebook.com,referral,(referral),23,4,4,8,4
20251009,adwords,ppc,YAP_Display_Remarketing_Septiembre2025_SG,4,1,1,1,1
20251009,facebook,paid,YAP_Alcance_Agosto2025,24,7,7,7,7
20251009,Data Not Available,Data Not Available,(cross-network),161,18,26,93,11
20251009,gtc.com.gt,referral,(referral),32,2,2,12,1
20251009,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,8543,1793,1972,3562,1230
20251009,(direct),(none),(direct),722,67,83,344,36
20251009,youtube.com,referral,(referral),600,125,130,190,87
20251009,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,232,64,69,95,46
20251009,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,202,15,18,95,13
20251009,google,organic,(organic),195,7,9,91,2
20251009,tiktok,paid,yap-branding,817,219,222,238,219
20251009,yap.com.gt,referral,(referral),100,11,14,29,11
20251009,google,cpc,Prly_Search_Marca_NOV,99,1,6,47,0
20251009,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,87,1,1,46,0
20251009,facebook,paid,YAP_Alcance_Septiembre2025,85,26,26,26,26
20251009,meta,paid,yap-branding,62,18,18,17,17
20251009,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,56,12,14,23,0
20251009,m.facebook.com,referral,(referral),29,6,6,11,6
20251010,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,26,6,6,12,0
20251010,gtc.com.gt,referral,(referral),23,2,2,7,2
20251010,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,15,1,1,7,0
20251010,search,paid,planes-yap,12,2,2,8,2
20251010,tiktok.com,referral,(referral),11,1,2,5,1
20251010,display,paid,yap-branding,6,2,2,2,2
20251010,search,paid,auto-por-kilometro,9,3,3,3,3
20251010,google,cpc,YAP_AutoTradicional_Display_Remarketing_Febrero2025_SG,8,1,1,3,0
20251010,education.forumlokerindonesia.com,referral,(referral),4,1,1,1,1
20251010,google,cpc,auto-tradicional,4,1,1,2,0
20251010,facebook,paid,YAP_Alcance_Septiembre2025,30,9,9,9,9
20251010,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,9,3,3,4,0
20251010,facebook,paid,YAP_Alcance_Agosto2025,36,11,11,11,11
20251010,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,52,1,2,17,0
20251010,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,8682,1764,1946,3784,1198
20251010,google,cpc,Prly_Search_Marca_NOV,50,1,5,23,0
20251010,tiktok,paid,yap-branding,797,212,214,233,210
20251010,(direct),(none),(direct),587,75,87,263,42
20251010,google,organic,(organic),378,24,38,162,23
20251010,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,289,68,83,113,57
20251010,youtube.com,referral,(referral),494,104,112,157,71
20251010,bing,organic,(organic),98,4,6,39,3
20251010,Data Not Available,Data Not Available,(cross-network),81,7,11,52,3
20251010,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,65,9,10,21,6
20251010,meta,paid,yap-branding,61,16,16,17,16
20251010,yap.com.gt,referral,(referral),157,18,24,49,17
20251011,search,paid,yap-branding,9,3,3,3,3
20251011,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,18,5,5,9,0
20251011,search,paid,auto-por-kilometro,15,4,4,4,4
20251011,adwords,ppc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,9,3,3,3,3
20251011,facebook,cpl,trafico_SegurosYap,7,2,2,4,0
20251011,meta,paid,yap-branding,32,10,10,10,10
20251011,search,paid,planes-yap,3,1,1,1,1
20251011,meta,paid,auto-tradicional,2,1,1,1,0
20251011,display,paid,yap-branding,2,1,1,0,0
20251011,bing,organic,(organic),2,1,1,0,0
20251011,google,cpc,YAP_AutoKM_Display_Remarketing_Febrero2025_SG,4,1,1,2,0
20251011,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,34,1,1,14,0
20251011,yap.com.gt,referral,(referral),85,11,12,30,11
20251011,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,35,6,7,18,0
20251011,facebook,paid,YAP_Alcance_Agosto2025,34,10,10,10,10
20251011,tiktok,paid,yap-branding,1163,293,300,350,293
20251011,youtube.com,referral,(referral),579,126,135,179,86
20251011,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,289,72,81,116,58
20251011,(direct),(none),(direct),283,52,56,120,34
20251011,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,8211,1706,1873,3438,1195
20251011,google,organic,(organic),150,4,6,54,2
20251011,Data Not Available,Data Not Available,(cross-network),97,14,17,55,10
20251011,facebook,paid,YAP_Alcance_Septiembre2025,71,22,22,22,22
20251011,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,241,11,15,121,10
20251012,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,4,1,1,2,0
20251012,facebook,cpl,trafico_SegurosYap,4,1,1,2,0
20251012,google,cpc,YAP_AutoTradicional_Search_Leads_Enero2025_HC,4,1,1,2,0
20251012,google,cpc,auto-por-kilometro,5,1,1,2,1
20251012,search,paid,planes-yap,5,1,1,1,1
20251012,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,10,1,1,4,0
20251012,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,21,5,5,9,0
20251012,meta,paid,yap-branding,22,7,7,7,7
20251012,chatgpt.com,referral,(referral),36,1,2,16,1
20251012,facebook,paid,YAP_Alcance_Agosto2025,54,17,17,18,17
20251012,gtc.com.gt,referral,(referral),48,2,2,20,1
20251012,yap.com.gt,referral,(referral),55,9,9,18,9
20251012,facebook,paid,YAP_Alcance_Septiembre2025,83,24,24,24,24
20251012,Data Not Available,Data Not Available,(cross-network),83,10,16,49,6
20251012,google,organic,(organic),86,7,7,51,3
20251012,(direct),(none),(direct),242,57,62,102,33
20251012,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,328,82,98,121,66
20251012,youtube.com,referral,(referral),487,106,116,155,75
20251012,tiktok,paid,yap-branding,1137,291,293,336,290
20251012,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,8281,1695,1893,3585,1175
20251012,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,55,6,6,26,4
20251013,facebook,paid,YAP_Alcance_Agosto2025,37,12,12,12,12
20251013,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,31,8,9,15,0
20251013,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,24,5,5,11,0
20251013,tiktok.com,referral,(referral),14,2,2,5,2
20251013,search,paid,yap-branding,9,3,3,3,3
20251013,tiktok,paid,auto-por-kilometro,4,1,1,3,0
20251013,web.yap.com.gt,referral,(referral),8,1,1,2,1
20251013,search,paid,auto-por-kilometro,7,1,1,3,0
20251013,googleads.g.doubleclick.net,referral,(referral),7,1,1,3,1
20251013,google,cpc,campanayap_2022,3,1,1,1,1
20251013,gtc.com.gt,referral,(referral),42,3,3,16,2
20251013,adwords,ppc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,9,3,3,3,3
20251013,meta,paid,yap-branding,61,17,18,17,16
20251013,selfadjust.bdeo.es,referral,(referral),19,2,2,7,2
20251013,google,cpc,Prly_Search_Marca_NOV,83,2,4,48,0
20251013,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,8823,1792,1967,3832,1278
20251013,tiktok,paid,yap-branding,906,231,231,265,230
20251013,youtube.com,referral,(referral),480,109,118,155,73
20251013,(direct),(none),(direct),368,64,67,157,40
20251013,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,291,5,10,132,0
20251013,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,274,19,22,119,15
20251013,facebook,paid,YAP_Alcance_Septiembre2025,65,20,20,20,20
20251013,yap.com.gt,referral,(referral),199,18,22,65,17
20251013,google,organic,(organic),162,11,16,90,6
20251013,Data Not Available,Data Not Available,(cross-network),107,9,15,48,6
20251013,google,cpc,SEARCH - YAP - AUTO - BRAND,93,1,1,56,0
20251013,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,214,59,66,87,41
20251014,facebook,paid,YAP_Alcance_Agosto2025,18,5,5,5,5
20251014,google,cpc,YAP_AutoKM_Search_Leads_Octubre2025_SG,16,3,4,6,3
20251014,bing,organic,(organic),15,1,1,6,0
20251014,google,cpc,YAP_AutoTradicional_PMax_Leads_Abril2025_SG,14,4,4,7,0
20251014,search,paid,yap-convertion,12,4,4,4,4
20251014,accounts.google.com,referral,(referral),10,1,1,5,1
20251014,google,cpc,auto-por-kilometro,9,2,2,4,1
20251014,adwords,ppc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,8,2,2,4,2
20251014,tiktok.com,referral,(referral),8,2,2,2,2
20251014,fb-SiteLink,paid,120231837367600570,8,1,1,3,1
20251014,facebook.com,referral,(referral),6,1,1,2,1
20251014,l.instagram.com,referral,(referral),7,1,1,3,1
20251014,google,cpc,yap-convertion,6,2,2,2,2
20251014,(direct),(none),yap-convertion,6,2,2,2,2
20251014,selfadjust.bdeo.es,referral,(referral),4,1,1,1,0
20251014,search,paid,yap-branding,18,6,6,6,6
20251014,search,paid,planes-yap,3,1,1,1,1
20251014,adwords,ppc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,3,1,1,1,1
20251014,google,cpc,YAP_AutoKM_Display_Remarketing_Febrero2025_SG,3,1,1,2,0
20251014,google,cpc,YAP_AutoTradicional_Search_Leads_Enero2025_HC,2,1,1,1,0
20251014,google,cpc,auto-tradicional,2,1,1,1,0
20251014,facebook,cpl,trafico_SegurosYap,7,2,2,3,0
20251014,google,cpc,Prly_Search_Marca_NOV,23,1,3,8,0
20251014,meta,paid,auto-tradicional,4,1,1,1,0
20251014,l.facebook.com,referral,(referral),28,6,6,8,6
20251014,display,paid,yap-branding,25,1,2,15,1
20251014,google,cpc,YAP_Auto Moto_DemandGen_Branding_Septiembre 2025_SG,8551,1714,1896,3670,1145
20251014,tiktok,paid,yap-branding,913,209,218,297,208
20251014,facebook,paid,auto-por-kilometro,477,121,121,148,121
20251014,youtube.com,referral,(referral),467,96,99,166,64
20251014,google,cpc,YAP_Display_Remarketing_Septiembre2025_SG,323,75,88,128,60
20251014,segurosgyt.com.gt,referral,(referral),286,1,3,130,0
20251014,google,cpc,YAP_Auto Moto_Search_Branding_Septiembre 2025_SG,275,12,20,144,7
20251014,google,organic,(organic),212,11,15,96,7
20251014,yap.com.gt,referral,(referral),199,25,27,65,22
20251014,(direct),(none),(direct),926,76,91,404,43
20251014,Data Not Available,Data Not Available,(cross-network),132,15,21,66,12
20251014,meta,paid,yap-convertion,112,27,27,29,27
20251014,facebook,paid,Yap_Conversiones_Mayo 2025,92,16,16,37,16
20251014,google,cpc,YAP_AutoKM_Search_Leads_Enero2025_SG,91,2,3,34,0
20251014,meta,paid,yap-branding,78,13,14,27,12
20251014,facebook,paid,YAP_Alcance_Septiembre2025,63,19,19,19,19
20251014,gtc.com.gt,referral,(referral),49,1,1,23,1
20251014,m.facebook.com,referral,(referral),49,10,10,19,10
20251014,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,29,6,6,14,0
20251014,facebook,paid,Yap_Conversiones_Octubre 2025,151,32,32,62,32
20251014,search,paid,todo-riesgo,28,7,7,7,7
20251015,tiktok.com,referral,(referral),15,4,4,4,4
20251015,search,paid,planes-yap,15,5,5,5,4
20251015,meta,paid,yap-branding,27,8,8,7,7
20251015,meta,paid,auto-por-kilometro,22,2,2,8,0
20251015,google,cpc,YAP_AutoKM_PMax_Leads_Abril2025_SG,12,3,3,7,0
20251015,facebook,paid,YAP_Alcance_Agosto2025,21,7,7,7,7
20251015,adwords,ppc,YAP_Display_Remarketing_Septiembre2025_SG,11,3,3,3,3
20251015,google,cpc,SEARCH - YAP - AUTO - BRAND,5,1,1,2,0
20251015,google,cpc,YAP_AutoKM AO_Search_Leads_Enero2025_SG,11,2,2,4,0
20251015,search,paid,yap-convertion,7,2,2,2,2
